filtering_low,filtering_high,joining,sorting,agregating,grouping,filter_low_pandas,filtering_high_pandas,join_pandas,sort_pandas,agregate_pandas,grouping_pandas,query,pandas_query,iteration,time
True,False,True,False,False,True,True,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means GROUP BY img1_table.img_name ;,{'FILTER_LOW'},1,0.038306474685668945
True,False,True,False,False,True,True,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means GROUP BY img1_table.img_name ;,{'FILTER_LOW'},2,0.04246926307678223
True,False,True,False,False,True,True,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means GROUP BY img1_table.img_name ;,{'FILTER_LOW'},3,0.03761887550354004
True,False,True,False,False,True,True,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means GROUP BY img1_table.img_name ;,{'FILTER_LOW'},4,0.048410892486572266
True,False,True,False,False,True,False,False,True,False,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'JOIN', 'GROUPING'}",0,0.06839370727539062
True,False,True,False,False,True,False,False,True,False,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'JOIN', 'GROUPING'}",1,0.059805870056152344
True,False,True,False,False,True,False,False,True,False,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'JOIN', 'GROUPING'}",2,0.06409597396850586
True,False,True,False,False,True,False,False,True,False,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'JOIN', 'GROUPING'}",3,0.05313563346862793
True,False,True,False,False,True,False,False,True,False,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'JOIN', 'GROUPING'}",4,0.05005383491516113
True,False,True,False,False,True,False,False,True,False,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'JOIN'},0,0.060469627380371094
True,False,True,False,False,True,False,False,True,False,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'JOIN'},1,0.05371546745300293
True,False,True,False,False,True,False,False,True,False,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'JOIN'},2,0.04461836814880371
True,False,True,False,False,True,False,False,True,False,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'JOIN'},3,0.043317317962646484
True,False,True,False,False,True,False,False,True,False,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'JOIN'},4,0.0420680046081543
True,False,True,False,False,True,False,False,False,False,False,True,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' ;,{'GROUPING'},0,0.010425090789794922
True,False,True,False,False,True,False,False,False,False,False,True,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' ;,{'GROUPING'},1,0.011006355285644531
True,False,True,False,False,True,False,False,False,False,False,True,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' ;,{'GROUPING'},2,0.010614871978759766
True,False,True,False,False,True,False,False,False,False,False,True,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' ;,{'GROUPING'},3,0.010640144348144531
True,False,True,False,False,True,False,False,False,False,False,True,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' ;,{'GROUPING'},4,0.014809846878051758
True,False,True,False,False,True,False,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,set(),0,0.009208917617797852
True,False,True,False,False,True,False,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,set(),1,0.007858991622924805
True,False,True,False,False,True,False,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,set(),2,0.007413387298583984
True,False,True,False,False,True,False,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,set(),3,0.007096052169799805
True,False,True,False,False,True,False,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,set(),4,0.008082151412963867
True,False,True,False,False,False,True,False,True,False,False,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'JOIN'}",0,0.08958125114440918
True,False,True,False,False,False,True,False,True,False,False,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'JOIN'}",1,0.08762216567993164
True,False,True,False,False,False,True,False,True,False,False,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'JOIN'}",2,0.09175920486450195
True,False,True,False,False,False,True,False,True,False,False,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'JOIN'}",3,0.08743023872375488
True,False,True,False,False,False,True,False,True,False,False,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'JOIN'}",4,0.1023101806640625
True,False,True,False,False,False,True,False,False,False,False,False,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means ;,{'FILTER_LOW'},0,0.08028340339660645
True,False,True,False,False,False,True,False,False,False,False,False,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means ;,{'FILTER_LOW'},1,0.10279393196105957
True,False,True,False,False,False,True,False,False,False,False,False,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means ;,{'FILTER_LOW'},2,0.07046675682067871
True,False,True,False,False,False,True,False,False,False,False,False,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means ;,{'FILTER_LOW'},3,0.07096529006958008
True,False,True,False,False,False,True,False,False,False,False,False,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means ;,{'FILTER_LOW'},4,0.0698084831237793
True,False,True,False,False,False,False,False,True,False,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'JOIN'},0,0.05204296112060547
True,False,True,False,False,False,False,False,True,False,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'JOIN'},1,0.04870796203613281
True,False,True,False,False,False,False,False,True,False,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'JOIN'},2,0.04864025115966797
True,False,True,False,False,False,False,False,True,False,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'JOIN'},3,0.05813789367675781
True,False,True,False,False,False,False,False,True,False,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'JOIN'},4,0.07435870170593262
True,False,True,False,False,False,False,False,False,False,False,False,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' ;,set(),0,0.009051322937011719
True,False,True,False,False,False,False,False,False,False,False,False,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' ;,set(),1,0.006338596343994141
True,False,True,False,False,False,False,False,False,False,False,False,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' ;,set(),2,0.0060694217681884766
True,False,True,False,False,False,False,False,False,False,False,False,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' ;,set(),3,0.0065326690673828125
True,False,True,False,False,False,False,False,False,False,False,False,SELECT * FROM img1_table JOIN positions_means ON img1_table.img_name = positions_means.img_name_means WHERE img1_table.img_name = '0-0-0-0' ;,set(),4,0.01811981201171875
True,False,False,True,False,True,True,False,False,True,False,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'SORTING', 'GROUPING'}",0,0.03956031799316406
True,False,False,True,False,True,True,False,False,True,False,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'SORTING', 'GROUPING'}",1,0.03387570381164551
True,False,False,True,False,True,True,False,False,True,False,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'SORTING', 'GROUPING'}",2,0.0464324951171875
True,False,False,True,False,True,True,False,False,True,False,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'SORTING', 'GROUPING'}",3,0.07236266136169434
True,False,False,True,False,True,True,False,False,True,False,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'SORTING', 'GROUPING'}",4,0.043282508850097656
True,False,False,True,False,True,True,False,False,True,False,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ;,"{'FILTER_LOW', 'SORTING'}",0,0.026003599166870117
True,False,False,True,False,True,True,False,False,True,False,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ;,"{'FILTER_LOW', 'SORTING'}",1,0.02739715576171875
True,False,False,True,False,True,True,False,False,True,False,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ;,"{'FILTER_LOW', 'SORTING'}",2,0.0330815315246582
True,False,False,True,False,True,True,False,False,True,False,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ;,"{'FILTER_LOW', 'SORTING'}",3,0.027308940887451172
True,False,False,True,False,True,True,False,False,True,False,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ;,"{'FILTER_LOW', 'SORTING'}",4,0.02637505531311035
True,False,False,True,False,True,True,False,False,False,False,True,SELECT * FROM img1_table ORDER BY img1_table.img_name ;,"{'FILTER_LOW', 'GROUPING'}",0,0.14686965942382812
True,False,False,True,False,True,True,False,False,False,False,True,SELECT * FROM img1_table ORDER BY img1_table.img_name ;,"{'FILTER_LOW', 'GROUPING'}",1,0.32592320442199707
True,False,False,True,False,True,True,False,False,False,False,True,SELECT * FROM img1_table ORDER BY img1_table.img_name ;,"{'FILTER_LOW', 'GROUPING'}",2,0.16760802268981934
True,False,False,True,False,True,True,False,False,False,False,True,SELECT * FROM img1_table ORDER BY img1_table.img_name ;,"{'FILTER_LOW', 'GROUPING'}",3,0.1197810173034668
True,False,False,True,False,True,True,False,False,False,False,True,SELECT * FROM img1_table ORDER BY img1_table.img_name ;,"{'FILTER_LOW', 'GROUPING'}",4,0.11716842651367188
True,False,False,True,False,True,True,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ORDER BY img1_table.img_name ;,{'FILTER_LOW'},0,0.11663103103637695
True,False,False,True,False,True,True,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ORDER BY img1_table.img_name ;,{'FILTER_LOW'},1,0.11728954315185547
True,False,False,True,False,True,True,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ORDER BY img1_table.img_name ;,{'FILTER_LOW'},2,0.10304903984069824
True,False,False,True,False,True,True,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ORDER BY img1_table.img_name ;,{'FILTER_LOW'},3,0.10366129875183105
True,False,False,True,False,True,True,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ORDER BY img1_table.img_name ;,{'FILTER_LOW'},4,0.09806132316589355
True,False,False,True,False,True,False,False,False,True,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'SORTING', 'GROUPING'}",0,0.008168935775756836
True,False,False,True,False,True,False,False,False,True,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'SORTING', 'GROUPING'}",1,0.007149934768676758
True,False,False,True,False,True,False,False,False,True,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'SORTING', 'GROUPING'}",2,0.019733428955078125
True,False,False,True,False,True,False,False,False,True,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'SORTING', 'GROUPING'}",3,0.013268709182739258
True,False,False,True,False,True,False,False,False,True,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'SORTING', 'GROUPING'}",4,0.009982585906982422
True,False,False,True,False,True,False,False,False,True,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'SORTING'},0,0.005536079406738281
True,False,False,True,False,True,False,False,False,True,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'SORTING'},1,0.006769895553588867
True,False,False,True,False,True,False,False,False,True,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'SORTING'},2,0.008227109909057617
True,False,False,True,False,True,False,False,False,True,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'SORTING'},3,0.006925106048583984
True,False,False,True,False,True,False,False,False,True,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'SORTING'},4,0.006962299346923828
True,False,False,True,False,True,False,False,False,False,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ORDER BY img1_table.img_name ;,{'GROUPING'},0,0.01687765121459961
True,False,False,True,False,True,False,False,False,False,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ORDER BY img1_table.img_name ;,{'GROUPING'},1,0.013761520385742188
True,False,False,True,False,True,False,False,False,False,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ORDER BY img1_table.img_name ;,{'GROUPING'},2,0.014464139938354492
True,False,False,True,False,True,False,False,False,False,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ORDER BY img1_table.img_name ;,{'GROUPING'},3,0.013075828552246094
True,False,False,True,False,True,False,False,False,False,False,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ORDER BY img1_table.img_name ;,{'GROUPING'},4,0.010880708694458008
True,False,False,True,False,True,False,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ORDER BY img1_table.img_name ;,set(),0,0.005243778228759766
True,False,False,True,False,True,False,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ORDER BY img1_table.img_name ;,set(),1,0.004711151123046875
True,False,False,True,False,True,False,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ORDER BY img1_table.img_name ;,set(),2,0.004907846450805664
True,False,False,True,False,True,False,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ORDER BY img1_table.img_name ;,set(),3,0.006073713302612305
True,False,False,True,False,True,False,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ORDER BY img1_table.img_name ;,set(),4,0.007585048675537109
True,False,False,True,False,False,True,False,False,True,False,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'SORTING'}",0,0.04771566390991211
True,False,False,True,False,False,True,False,False,True,False,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'SORTING'}",1,0.0354464054107666
True,False,False,True,False,False,True,False,False,True,False,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'SORTING'}",2,0.03468942642211914
True,False,False,True,False,False,True,False,False,True,False,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'SORTING'}",3,0.035094261169433594
True,False,False,True,False,False,True,False,False,True,False,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'SORTING'}",4,0.031943321228027344
True,False,False,True,False,False,True,False,False,False,False,False,SELECT * FROM img1_table ORDER BY img1_table.img_name ;,{'FILTER_LOW'},0,0.11663603782653809
True,False,False,True,False,False,True,False,False,False,False,False,SELECT * FROM img1_table ORDER BY img1_table.img_name ;,{'FILTER_LOW'},1,0.12658143043518066
True,False,False,True,False,False,True,False,False,False,False,False,SELECT * FROM img1_table ORDER BY img1_table.img_name ;,{'FILTER_LOW'},2,0.11879467964172363
True,False,False,True,False,False,True,False,False,False,False,False,SELECT * FROM img1_table ORDER BY img1_table.img_name ;,{'FILTER_LOW'},3,0.14690589904785156
True,False,False,True,False,False,True,False,False,False,False,False,SELECT * FROM img1_table ORDER BY img1_table.img_name ;,{'FILTER_LOW'},4,0.12592482566833496
True,False,False,True,False,False,False,False,False,True,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'SORTING'},0,0.008528709411621094
True,False,False,True,False,False,False,False,False,True,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'SORTING'},1,0.0060291290283203125
True,False,False,True,False,False,False,False,False,True,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'SORTING'},2,0.007401704788208008
True,False,False,True,False,False,False,False,False,True,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'SORTING'},3,0.005803108215332031
True,False,False,True,False,False,False,False,False,True,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'SORTING'},4,0.006872415542602539
True,False,False,True,False,False,False,False,False,False,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ORDER BY img1_table.img_name ;,set(),0,0.005706310272216797
True,False,False,True,False,False,False,False,False,False,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ORDER BY img1_table.img_name ;,set(),1,0.006083488464355469
True,False,False,True,False,False,False,False,False,False,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ORDER BY img1_table.img_name ;,set(),2,0.006390094757080078
True,False,False,True,False,False,False,False,False,False,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ORDER BY img1_table.img_name ;,set(),3,0.0069997310638427734
True,False,False,True,False,False,False,False,False,False,False,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ORDER BY img1_table.img_name ;,set(),4,0.00661778450012207
True,False,False,False,True,True,True,False,False,False,True,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'AGREGGATE', 'GROUPING'}",0,0.06126284599304199
True,False,False,False,True,True,True,False,False,False,True,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'AGREGGATE', 'GROUPING'}",1,0.040541648864746094
True,False,False,False,True,True,True,False,False,False,True,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'AGREGGATE', 'GROUPING'}",2,0.05072021484375
True,False,False,False,True,True,True,False,False,False,True,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'AGREGGATE', 'GROUPING'}",3,0.059842824935913086
True,False,False,False,True,True,True,False,False,False,True,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'AGREGGATE', 'GROUPING'}",4,0.04084014892578125
True,False,False,False,True,True,True,False,False,False,True,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ;,"{'FILTER_LOW', 'AGREGGATE'}",0,0.02191925048828125
True,False,False,False,True,True,True,False,False,False,True,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ;,"{'FILTER_LOW', 'AGREGGATE'}",1,0.027872323989868164
True,False,False,False,True,True,True,False,False,False,True,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ;,"{'FILTER_LOW', 'AGREGGATE'}",2,0.04218697547912598
True,False,False,False,True,True,True,False,False,False,True,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ;,"{'FILTER_LOW', 'AGREGGATE'}",3,0.02729344367980957
True,False,False,False,True,True,True,False,False,False,True,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ;,"{'FILTER_LOW', 'AGREGGATE'}",4,0.028739452362060547
True,False,False,False,True,True,False,False,False,False,True,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'AGREGGATE', 'GROUPING'}",0,0.007878780364990234
True,False,False,False,True,True,False,False,False,False,True,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'AGREGGATE', 'GROUPING'}",1,0.007857561111450195
True,False,False,False,True,True,False,False,False,False,True,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'AGREGGATE', 'GROUPING'}",2,0.009946346282958984
True,False,False,False,True,True,False,False,False,False,True,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'AGREGGATE', 'GROUPING'}",3,0.00790548324584961
True,False,False,False,True,True,False,False,False,False,True,True,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,"{'AGREGGATE', 'GROUPING'}",4,0.009295463562011719
True,False,False,False,True,True,False,False,False,False,True,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'AGREGGATE'},0,0.009327173233032227
True,False,False,False,True,True,False,False,False,False,True,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'AGREGGATE'},1,0.008484125137329102
True,False,False,False,True,True,False,False,False,False,True,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'AGREGGATE'},2,0.008557319641113281
True,False,False,False,True,True,False,False,False,False,True,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'AGREGGATE'},3,0.009248495101928711
True,False,False,False,True,True,False,False,False,False,True,False,SELECT img1_table.img_name FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;,{'AGREGGATE'},4,0.008196115493774414
True,False,False,False,True,True,False,False,False,False,False,False,"SELECT img1_table.img_name, COUNT(*) FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;",set(),0,0.008154869079589844
True,False,False,False,True,True,False,False,False,False,False,False,"SELECT img1_table.img_name, COUNT(*) FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;",set(),1,0.005429983139038086
True,False,False,False,True,True,False,False,False,False,False,False,"SELECT img1_table.img_name, COUNT(*) FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;",set(),2,0.006938934326171875
True,False,False,False,True,True,False,False,False,False,False,False,"SELECT img1_table.img_name, COUNT(*) FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;",set(),3,0.0052645206451416016
True,False,False,False,True,True,False,False,False,False,False,False,"SELECT img1_table.img_name, COUNT(*) FROM img1_table WHERE img1_table.img_name = '0-0-0-0' GROUP BY img1_table.img_name ;",set(),4,0.004342317581176758
True,False,False,False,True,False,True,False,False,False,True,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'AGREGGATE'}",0,0.04042410850524902
True,False,False,False,True,False,True,False,False,False,True,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'AGREGGATE'}",1,0.043044328689575195
True,False,False,False,True,False,True,False,False,False,True,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'AGREGGATE'}",2,0.04329562187194824
True,False,False,False,True,False,True,False,False,False,True,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'AGREGGATE'}",3,0.040090322494506836
True,False,False,False,True,False,True,False,False,False,True,False,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'AGREGGATE'}",4,0.04267573356628418
True,False,False,False,True,False,False,False,False,False,True,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'AGREGGATE'},0,0.010775327682495117
True,False,False,False,True,False,False,False,False,False,True,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'AGREGGATE'},1,0.008608102798461914
True,False,False,False,True,False,False,False,False,False,True,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'AGREGGATE'},2,0.007005929946899414
True,False,False,False,True,False,False,False,False,False,True,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'AGREGGATE'},3,0.015372037887573242
True,False,False,False,True,False,False,False,False,False,True,False,SELECT * FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,{'AGREGGATE'},4,0.008971214294433594
True,False,False,False,True,False,False,False,False,False,False,False,SELECT COUNT(*) FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,set(),0,0.006036996841430664
True,False,False,False,True,False,False,False,False,False,False,False,SELECT COUNT(*) FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,set(),1,0.004500150680541992
True,False,False,False,True,False,False,False,False,False,False,False,SELECT COUNT(*) FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,set(),2,0.005963563919067383
True,False,False,False,True,False,False,False,False,False,False,False,SELECT COUNT(*) FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,set(),3,0.0046901702880859375
True,False,False,False,True,False,False,False,False,False,False,False,SELECT COUNT(*) FROM img1_table WHERE img1_table.img_name = '0-0-0-0' ;,set(),4,0.0043985843658447266
True,False,False,False,False,True,True,False,False,False,False,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'GROUPING'}",0,0.04068493843078613
True,False,False,False,False,True,True,False,False,False,False,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'GROUPING'}",1,0.044328927993774414
True,False,False,False,False,True,True,False,False,False,False,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'GROUPING'}",2,0.039368629455566406
True,False,False,False,False,True,True,False,False,False,False,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'GROUPING'}",3,0.04371929168701172
True,False,False,False,False,True,True,False,False,False,False,True,SELECT * FROM img1_table ;,"{'FILTER_LOW', 'GROUPING'}",4,0.034799814224243164
True,False,False,False,False,True,True,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ;,{'FILTER_LOW'},0,0.027304649353027344
True,False,False,False,False,True,True,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ;,{'FILTER_LOW'},1,0.02989673614501953
True,False,False,False,False,True,True,False,False,False,False,False,SELECT img1_table.img_name FROM img1_table GROUP BY img1_table.img_name ;,{'FILTER_LOW'},2,0.030259370803833008
